"wd" "sparsity"
"1" 4.37670870887699 0.955805243445693
"2" 2.66174748905002 0.98227215980025
"3" 3.02611912493512 0.97752808988764
"4" 2.65623716739474 0.978027465667915
"5" 3.06165854790684 0.976779026217228
"6" 3.52196610917331 0.975780274656679
"7" 3.40229763853791 0.974531835205993
"8" 3.94858634094792 0.971785268414482
"9" 3.51381179755885 0.973033707865169
"10" 3.53466714288942 0.979525593008739
"11" 3.287963879919 0.970037453183521
"12" 3.24015038562837 0.969038701622971
"13" 3.39113628680282 0.970037453183521
"14" 3.4971099631072 0.973533083645443
"15" 4.17527254862333 0.978027465667915
"16" 3.53478932196845 0.971285892634207
"17" 4.00707224799775 0.976279650436954
"18" 3.1788635822854 0.977777777777778
"19" 3.29747520972197 0.974032459425718
"20" 3.44442493465737 0.97103620474407
"21" 3.80495650042321 0.968039950062422
"22" 3.7047421686599 0.9812734082397
"23" 2.90346192920608 0.977777777777778
"24" 4.7884789300894 0.968289637952559
"25" 4.19887851300442 0.96729088639201
