"wd" "sparsity"
"1" 3.26379740235007 0.98976279650437
"2" 2.94756485765695 0.982521847690387
"3" 2.83180921353726 0.985767790262172
"4" 3.41029366943747 0.990262172284644
"5" 3.83042531084889 0.989013732833958
"6" 3.1721104327359 0.983270911360799
"7" 1.63596300405538 0.874406991260924
"8" 2.56511243472928 0.9812734082397
"9" 2.25661077543048 0.981023720349563
"10" 1.82618764255195 0.884644194756554
"11" 3.56653355609764 0.989013732833958
"12" 3.83931534099931 0.98876404494382
"13" 3.33776623342267 0.983520599250936
"14" 2.89874578762811 0.985268414481898
"15" 2.42182329938309 0.988264669163546
"16" 3.70389502714685 0.987765293383271
"17" 3.76307953518505 0.98601747815231
"18" 3.22489809904476 0.985767790262172
"19" 1.8800841773355 0.890137328339575
"20" 1.65238905663601 0.882646691635456
"21" 3.27487472416626 0.980524344569288
"22" 3.13417703150656 0.989263420724095
"23" 2.6588956798149 0.983770287141074
"24" 3.35250138754069 0.98876404494382
"25" 2.93637824611297 0.984769038701623
