"wd" "sparsity"
"1" 11.3622276140375 0.962297128589263
"2" 11.564724775405 0.969787765293383
"3" 11.7063499689292 0.966791510611735
"4" 10.442742043491 0.969038701622971
"5" 11.4016757323462 0.965792759051186
"6" 10.8842606160355 0.964044943820225
"7" 10.6738725424524 0.970786516853933
"8" 12.173742409353 0.964294631710362
"9" 11.5347897679243 0.971285892634207
"10" 10.7476431973135 0.963295880149813
"11" 11.4249998254081 0.970037453183521
"12" 11.8263689005957 0.963046192259675
"13" 10.9416561462548 0.965043695380774
"14" 10.9238269472573 0.966042446941323
"15" 11.9792230574278 0.963046192259675
"16" 11.2256506283045 0.964294631710362
"17" 11.8038735459272 0.96729088639201
"18" 10.5482804976929 0.968789013732834
"19" 11.2792428491863 0.968289637952559
"20" 9.89246048788229 0.968039950062422
"21" 11.9461250737147 0.967540574282147
"22" 10.0820085995872 0.972034956304619
"23" 12.1123987442666 0.959051186017478
"24" 12.977608347931 0.962796504369538
"25" 11.0212809793454 0.965543071161049
