"wd" "sparsity"
"1" 7.48333292627521 0.950811485642946
"2" 5.00938113312968 0.951810237203496
"3" 5.68962988693883 0.956803995006242
"4" 5.84149357551211 0.956803995006242
"5" 5.70966882947287 0.947315855181024
"6" 6.31989213565942 0.929837702871411
"7" 6.7642561445794 0.969787765293383
"8" 6.64904115935525 0.946067415730337
"9" 5.23712492142908 0.933832709113608
"10" 6.14935649703266 0.957802746566792
"11" 5.34802656018844 0.941573033707865
"12" 4.33994104196583 0.97478152309613
"13" 5.24821837220352 0.962297128589263
"14" 5.33014482523994 0.957553058676654
"15" 6.25598110601026 0.944069912609238
"16" 5.76259953535628 0.95230961298377
"17" 5.09480118305546 0.967041198501873
"18" 5.2086695498223 0.957303370786517
"19" 5.15169564284317 0.937078651685393
"20" 6.28847704506457 0.940823970037453
"21" 5.63784897638206 0.940324594257179
"22" 4.83803445304322 0.963046192259675
"23" 5.23602387527457 0.962796504369538
"24" 7.06264875223106 0.939076154806492
"25" 6.26721636008027 0.938826466916355
