"Fnorm" "wd" "sparsity"
"1" 15.5529667823988 5.10477869814177 0.710112359550562
"2" 14.9812979548956 4.20718281883564 0.665917602996255
"3" 14.4790449231304 5.1970547655225 0.710861423220974
"4" 13.717749494793 5.20908691699852 0.657677902621723
"5" 14.1679530568865 5.1402471479334 0.699126092384519
"6" 11.9952341164417 4.93779206189464 0.736828963795256
"7" 14.6420212697584 4.97545301244142 0.685642946317104
"8" 10.1812345849274 4.73593321004812 0.708863920099875
"9" 13.757343306656 4.55673885135718 0.67565543071161
"10" 12.1321947830074 4.73555437501586 0.691385767790262
"11" 15.0931447045474 5.17268090181109 0.766791510611735
"12" 13.5548240413139 4.89236232391738 0.705368289637953
"13" 11.9324790942985 5.28548105481241 0.722596754057428
"14" 13.1190165218317 4.8789162586273 0.741323345817728
"15" 14.2594865027582 4.96543490433124 0.690886392009987
"16" 11.6815171679281 4.48239620728547 0.708114856429463
"17" 13.6881333988547 5.29540859730085 0.675405742821473
"18" 14.6907880222697 4.46425690168615 0.697627965043695
"19" 16.5844132384399 5.51474800160814 0.745068664169788
"20" 16.94632275258 4.92870600992256 0.681647940074906
"21" 10.6146122424049 4.63524523774413 0.699625468164794
"22" 13.9404524511172 4.76382656194277 0.656928838951311
"23" 9.63339479938369 4.48101553688564 0.702871410736579
"24" 12.3460179894678 5.29586352378841 0.699375780274657
"25" 11.830743031014 3.95079102752982 0.685892634207241
