"plat" "n" "lvg_sin" "sli_sin" "lvg_fnorm" "sli_fnorm"
2 10000 0.356648700251063 0.0898599665795102 38.7424858433718 2.53153077293824
2 10000 0.415281854348212 0.0398853850730611 38.7588331661071 2.14780708720889
2 10000 0.953766975746915 0.188682422624862 38.7595165296115 3.17910882664604
2 10000 0.921792113818452 0.228541934580236 38.7475671356233 3.5796309870365
2 10000 0.639796376918713 0.105867551043062 38.7488242519911 3.4922355451031
2 10000 0.674286256585461 0.0366626131491768 38.7467738416259 2.84996578191347
2 10000 0.969486286355534 0.0972165563264847 38.7615309067183 2.78399029663409
2 10000 0.959197604457165 0.0619577296294504 38.7603811891452 2.54330804482369
2 10000 0.858625421886644 0.0376904510675782 38.7583929988586 2.68702390177611
2 10000 0.896212845778828 0.0393857455963855 38.7590161965848 3.00622284718343
2 10000 0.411307121524445 0.0452837991534651 38.7611170355692 2.65473543024396
2 10000 0.691016773150746 0.043091814668199 38.7431123936401 2.77356146032051
2 10000 0.499393517570192 0.0369918450950033 38.7458305052013 2.413480727205
2 10000 0.363567435961329 0.0356889039872115 38.7436056679014 2.42878901999177
2 10000 0.531644736621928 0.110444360872414 38.7578101915075 2.30916898087703
2 10000 0.423745564687226 0.0313733757203028 38.7597220896681 2.24630873166627
2 10000 0.398780089302626 0.0372242493053453 38.7590008738023 2.42554572951074
2 10000 0.517161393531976 0.0477098815345981 38.7454014592771 2.26869242842851
2 10000 0.940494512979409 0.0544469125372314 38.7593533101802 1.8400842850209
2 10000 0.603902286151362 0.0649570848555292 38.7439073563118 2.48829721282965
2 10000 0.595190971489994 0.0810328609130023 38.7441809448609 3.36159749335102
2 10000 0.498916980843843 0.0380112929399216 38.7568019416379 2.92860658426565
2 10000 0.50631551702204 0.0480578723877045 38.7585707507644 2.00110626931764
2 10000 0.91343749107637 0.0863838473684521 38.7456426691932 2.00736515857798
2 10000 0.360023419254509 0.0441184829210257 38.7476500965907 2.31359671109004
2 10000 0.806770222471385 0.08990012750349 38.7480223791442 2.94779334802357
2 10000 0.97795105471197 0.0396083392812299 38.761677981001 2.56420083056038
2 10000 0.368858052775276 0.0712209996602344 38.7402562790311 3.77385704073685
2 10000 0.866382502019854 0.11266572210932 38.741176372573 3.31486419675117
2 10000 0.952572753339025 0.0535711087383274 38.7587060920536 2.88711150244956
2 10000 0.686748895823061 0.122951622226836 38.7621817338932 2.73245163242707
2 10000 0.67425869443685 0.0359140268737326 38.7505735085783 2.36284618866013
2 10000 0.477631802589625 0.0292550796417539 38.7477233775461 2.82587021057509
2 10000 0.383708804281812 0.0326968340718601 38.7441060492484 2.07657194096755
2 10000 0.676100636685068 0.0454925419179605 38.7456805191492 2.32339578115914
2 10000 0.505644496633096 0.0617803076293704 38.7584837119335 3.11199897482766
2 10000 0.982240063561734 0.034251914944545 38.7571144046156 2.22982663250324
2 10000 0.808947494775528 0.105425491963144 38.7447523226611 2.26513887460177
2 10000 0.407714553455539 0.0338905454804239 38.7437246134081 2.54823927535064
2 10000 0.994201904617865 0.106060098711296 38.7459893416857 2.38895468572807
2 10000 0.565751350868098 0.071416070643365 38.7470669998793 2.46215776283936
2 10000 0.856538371427791 0.034613949754517 38.757634083539 2.4488078498014
2 10000 0.999996890001754 0.0433013846688975 38.7561123880261 2.81626833062265
2 10000 0.940473655340456 0.0460435719307287 38.7448206478593 2.48052912760656
2 10000 0.788894441278333 0.0566946802811344 38.7481739095683 2.64873328364901
2 10000 0.864295154267617 0.045896478297821 38.7604759789704 2.98024761910556
2 10000 0.999759061422953 0.180451840967434 38.7607415538076 3.02787334782984
2 10000 0.834934996251598 0.0453515756562982 38.7624633466027 2.26398707678878
2 10000 0.973006990662385 0.0333965262574544 38.7582426129227 2.11779873238277
2 10000 0.431366170341215 0.0579121709687617 38.7593688021359 2.28011047689118
2 10000 0.994482499897645 0.120425292717149 38.7425686144447 2.60176212416812
2 10000 0.632766623900699 0.0741237996944866 38.7569754860437 2.55787771388711
2 10000 0.429692512362892 0.0339798622964218 38.7595179077926 2.41028253436375
2 10000 0.427186654076079 0.033660660220167 38.7456874883665 2.59322112028226
2 10000 0.36966610165075 0.0957584149012286 38.7441151477625 2.92496210898734
2 10000 0.353836182333966 0.0553438514835924 38.7374239472596 2.79029678517297
2 10000 0.993586654039762 0.035435864097767 38.7597414328406 2.64597128042135
2 10000 0.483966788880578 0.039747828571406 38.7579402878513 2.20499031947057
2 10000 0.690922885769606 0.129042508358317 38.7410817019207 2.48720339884388
2 10000 0.424586148926431 0.0897957004383642 38.7597979626956 3.25078577347735
2 10000 0.998956233682821 0.106527976097179 38.7641622524603 3.05665261039145
2 10000 0.877385263449562 0.0404717281186582 38.7603878092976 2.60170512753784
2 10000 0.377553113107262 0.0528592881061828 38.7433144998571 2.30255553954517
2 10000 0.384574261846803 0.0606139392756412 38.7477992704621 2.24739299596454
2 10000 0.797908469582812 0.0529406780904342 38.7455871037119 2.86943758723091
2 10000 0.391805431631384 0.071152813863741 38.7571985822245 3.48294857872644
2 10000 0.358638168518866 0.045375746678906 38.7452556377439 2.32488429605132
2 10000 0.997312294518046 0.0620602764204098 38.7615911420464 2.76480291747336
2 10000 0.465662246220933 0.126136068625734 38.7612703818786 2.72852494293896
2 10000 0.629609943405941 0.0336332252132207 38.759633716334 2.02823297009213
2 10000 0.708687513955701 0.0939891543410917 38.7585140116855 2.98692837099317
2 10000 0.965168240114405 0.156957705879289 38.7518875197118 2.41143419208217
2 10000 0.387243824337857 0.0388376934690656 38.7591227807894 3.22227538907383
2 10000 0.999094097248418 0.095857567795049 38.7463303738181 2.59041983045463
2 10000 0.911834814360231 0.057954481009203 38.7569505825653 2.54835167130527
2 10000 0.409108136249702 0.0601309962064186 38.7544327294689 3.12547109848788
2 10000 0.628950254406884 0.0513132218526388 38.7404103891679 2.30797045513748
2 10000 0.416661564677252 0.0318954040100596 38.7459781198275 2.73336819744549
2 10000 0.437373244832229 0.0348116166600729 38.746548572271 2.28129563162623
2 10000 0.588976542742845 0.0491251887095345 38.7583319905315 2.32980148369547
2 10000 0.368347949301952 0.114907108153504 38.7440206840066 2.57138401045669
2 10000 0.688642081593949 0.0351923590332424 38.7576953875224 2.82867271947657
2 10000 0.933423198637138 0.0422690925502736 38.7628821081418 2.94310882686379
2 10000 0.403705557357687 0.0341162336870893 38.7555926696758 2.43810321527834
2 10000 0.430416583291467 0.0605615844783125 38.7591467276935 2.32099010312465
2 10000 0.389741672021061 0.0706130662508487 38.7576377126392 3.12319696927274
2 10000 0.387466415263731 0.0712562625081592 38.7583282411972 2.60183263672754
