"plat" "n" "lvg_sin" "sli_sin" "lvg_fnorm" "sli_fnorm"
2 10000 0.693535083711792 0.0116309091258886 260.204295188767 6.27872746939165
2 10000 0.689294449665013 0.011592646122685 277.784009170308 12.8141702725944
2 10000 0.649497054081719 0.0256530688992793 264.862145659374 7.87671908349955
2 10000 0.651648428374845 0.0159950233458807 263.594342359173 12.4254928757325
2 10000 0.737293298368047 0.0147899886536402 262.290193168209 15.2440896066592
2 10000 0.686458689799162 0.0300148499495395 272.035010968897 12.6082650292856
2 10000 0.623250440484217 0.0168577568947009 252.710148749718 6.76740757796405
2 10000 0.711749439914199 0.0143761755407151 257.154292340468 7.80669603055595
2 10000 0.699427038977394 0.0123564478861626 270.926885029231 17.7383778566561
2 10000 0.679736741362288 0.0144091608038162 257.161245674077 8.04292165797467
2 10000 0.721198175015863 0.0121971611082443 260.150163594662 19.7075095126118
2 10000 0.568986820160713 0.0135829161385995 266.743208973052 12.6495238661467
2 10000 0.640048322803511 0.0152359959017201 273.805572485121 9.27179879541785
2 10000 0.687658061839007 0.0125851457116224 263.364767720416 9.95848391272836
2 10000 0.648347046248634 0.0126919867172821 250.156093303714 6.79294741796979
2 10000 0.655458605107324 0.0131540229139496 270.076210864578 4.44565104989092
2 10000 0.649052868757621 0.0117407830052902 274.806226476719 7.13772757536018
2 10000 0.651140718216162 0.0124874596505224 275.531217334079 16.1681359663835
2 10000 0.697783336841583 0.0133543491373623 262.277604906318 12.7765832282273
2 10000 0.677460090772462 0.0153019378305241 254.853077002937 6.43533170459548
2 10000 0.61317917846412 0.014346269259102 281.926590933579 16.2190095296004
2 10000 0.668791612063822 0.0125640185355988 255.51502841828 9.79700170171887
2 10000 0.709680608171035 0.0123431005632742 264.470192404839 14.9589557483607
2 10000 0.702252101110271 0.0132264889079748 265.873647225152 10.3439733710389
2 10000 0.618407245332184 0.0129980983825015 253.829291397369 11.2657371368162
2 10000 0.713896283452726 0.0157385567652434 264.302910968772 6.63610837299308
2 10000 0.661448188462727 0.0133263075323515 275.211908033131 9.24094340521764
2 10000 0.664579450435003 0.0145693806935164 273.304002384635 16.7403241340782
2 10000 0.651599460101187 0.0177896646180763 259.677166529054 6.55262054724116
2 10000 0.69485050049294 0.0139066234965725 279.754775289536 13.993895992353
2 10000 0.68798378781007 0.0152081310444661 251.600197735835 10.4493781897773
2 10000 0.616241844075944 0.0133789936499087 264.153442966192 9.81522081221015
2 10000 0.699031392591723 0.0115579590319072 259.356244624206 5.81768885569686
2 10000 0.657114990141966 0.0121842728347838 244.475985870787 6.43794180833663
2 10000 0.682222966847083 0.0126173769435303 275.079249647931 9.75892512576103
2 10000 0.682874215598147 0.0138151756712436 253.03497601869 9.647956855598
2 10000 0.604045021669664 0.0135612120241096 266.586560929016 5.39833180451832
2 10000 0.693471094880272 0.014457476666762 252.56222710178 6.79182827280224
2 10000 0.708746243560088 0.0142514894929496 256.350994969054 6.72265911973045
