"plat" "n" "lvg_nmi" "sli_nmi" "lvg_ari" "sli_ari" "lvg_sin" "sli_sin" "lvg_fnorm" "sli_fnorm"
5 375 1 0.906428715571823 1 0.974228187919463 0.165993846163223 0.164382790630537 90.6701551512384 75.9788234175009
5 375 0.941202573974305 0.768198151198846 0.962863534675615 0.843937360178971 0.393658063678119 0.263584620518593 93.6246121748748 75.5322731185263
5 375 0.972283007783115 0.641519673845747 0.888322147651007 0.745413870246085 0.572151200463472 0.667564829550543 105.463774771583 46.1205569094708
5 375 0.857779255156366 1 0.924295302013423 1 0.408097372544164 0.275849794178517 65.1915859830992 57.2770585271056
5 375 0.850528821702571 0.908424267317093 0.947382550335571 0.954451901565996 0.496689988263505 0.2446223480483 71.9855300684686 48.627604239273
5 375 1 0.725011017417493 1 0.854765100671141 0.261797585618789 0.131189748704037 75.7801427470667 54.0754854508889
5 375 0.892374333543545 0.773365749235275 0.969217002237136 0.929843400447427 0.994286982126451 0.401913143186293 86.9869166889847 54.7467882598154
5 375 0.824411945358539 0.543120212298785 0.92841163310962 0.675078299776286 0.467987880834538 0.0986475278997708 125.973559577033 68.4618962550397
5 375 0.844443009693732 0.810525444547845 0.837136465324385 0.930917225950783 0.442330648360531 0.118292355759262 90.6052517273125 36.6377558277989
5 375 0.886217031935402 0.828144861411842 0.92841163310962 0.940671140939597 0.940545648384111 0.913221692461938 67.4903579170053 73.2199914654816
5 375 1 1 0.952036677834597 0.979369289714117 0.194750115676788 0.276135745807073 75.6071415932924 31.898499033439
5 375 1 0.754491688793978 1 0.891275167785235 0.999278284138841 0.231127870686948 68.3117335710605 51.4696226218487
5 375 0.893513920442695 0.757311080698069 0.942729306487696 0.902460850111857 0.999943426661664 0.264673854457881 84.630488285927 56.0768534993849
5 375 0.859400256069394 0.867769632118614 0.824608501118568 0.958926174496644 0.329909497358242 0.432309334583312 96.5486846728416 46.062124949249
5 375 0.793468559931095 0.683010939386016 0.878120805369128 0.85503355704698 0.824713127549731 0.742154373786506 62.2901765940286 75.4509082593856
5 375 0.930094619747381 0.930094619747381 0.972438478747204 0.929306487695749 0.965191719027341 0.953054326059028 80.2053338199391 44.0099269944607
5 375 0.898729557026069 0.783193840107164 0.941297539149888 0.868545861297539 0.895790414713966 0.143067546114377 80.235993805617 37.9154048291824
5 375 1 1 1 1 0.226648645273995 0.880858605089871 60.663158230811 68.2812452955691
5 375 1 0.884835175306954 1 0.940671140939597 0.885278891915976 0.647762557091099 62.9887870039977 63.6925168171914
5 375 1 0.915395374366293 1 0.981297539149888 0.934558312148423 0.637606527472861 83.081499341109 55.5418306570756
5 375 0.805393629750106 0.873630050158174 0.775302013422819 0.796778523489933 0.158450870373077 0.144913681888908 126.223967062236 67.1297956646638
5 375 0.946272493778621 0.97017526686834 0.782658430565088 0.990023580627607 0.986957329759928 0.959332705167032 84.5622330858317 45.1803173328872
5 375 0.865637112442252 0.888416856214177 0.948814317673378 0.932706935123042 0.457277037066795 0.440982841451334 56.9810136121913 58.2522285960316
5 375 1 0.909813878416609 1 0.981834451901566 0.232782177201197 0.460036908004843 78.5730658550278 43.4452630224922
5 375 0.934377732859979 0.901446103082978 0.973959731543624 0.929753914988814 0.196914196931457 0.31141856811379 75.7036783060354 48.5101018226782
