"plat" "n" "lvg_sin" "sli_sin" "lvg_fnorm" "sli_fnorm"
2 10000 0.950241217184177 0.0288716278179147 78.5912450433639 4.28795079075057
2 10000 0.764173604357984 0.0213803502060779 81.5799913186608 3.47008064423455
2 10000 0.64873281323137 0.564629032862743 82.4180859686785 6.52935051920389
2 10000 0.69791689597043 0.210645997714807 79.2888588629629 5.37576096317156
2 10000 0.94839478474609 0.287511423419667 78.2853229967241 5.36514567177036
2 10000 0.478351359349351 0.354223687385145 80.6629030044678 5.99318301557876
2 10000 0.999427012956367 0.393398315693602 83.623945967354 3.85922203577779
2 10000 0.998333714646567 0.160241783701246 79.5893846710762 4.3821816783323
2 10000 0.519229623194285 0.0332120565464473 81.561917788037 3.54861119328253
2 10000 0.606804456167889 0.259367948397536 79.6110133357413 3.94891115307562
2 10000 0.703818993423695 0.116688295459052 77.2071160640137 4.1997842171673
2 10000 0.714201343061397 0.302051368785171 80.6243010970966 3.20314071081747
2 10000 0.585677757315755 0.852802495125539 79.3977020584664 4.98376288237727
2 10000 0.503142415501855 0.0261785070719696 80.428296996245 3.71892228444032
2 10000 0.767370693957471 0.999988841386805 80.3737749614107 5.34298436925865
2 10000 0.31207622899345 0.108631047945174 79.415750156315 3.55739988613894
2 10000 0.999796882900772 0.083299060515313 82.7849817376254 4.03256624497684
2 10000 0.358375882058816 0.17410549470803 78.97855232485 3.61891566150362
2 10000 0.415975336529986 0.81062292493428 79.849689785896 4.64453832102222
2 10000 0.687189695650096 0.437837591884613 80.9659334340566 4.31047182965094
2 10000 0.523885277755508 0.507029236407701 80.173925139662 4.65045183252059
2 10000 0.943653708383573 0.0300461508351999 80.4567807764318 4.50211003242177
2 10000 0.671124444757735 0.154004172484298 77.3812842048455 3.06644374881736
2 10000 0.484613309087986 0.269453510569379 78.9146932382585 3.82200991288545
2 10000 0.764010358335096 0.101873671815406 81.4800236955684 4.03303701889097
2 10000 0.458041347819963 0.43191484037609 79.2043859732248 4.49187093907575
2 10000 0.98080413769476 0.38201601800479 77.2608025344758 4.00249069219381
2 10000 0.4577893191747 0.867624935081703 81.1652421674643 4.98451628754442
2 10000 0.324985236985809 0.608542549924337 79.7622827563476 4.2705623167288
2 10000 0.513348760415916 0.195167173248683 81.9575359800513 4.63724653899233
2 10000 0.427512992512058 0.956264109293112 80.5061940154692 5.43719091873488
2 10000 0.309717708052975 0.0309676834610392 83.0995437590956 4.48459449442188
2 10000 0.442615648364548 0.0753904455455775 77.9190713433389 5.10084556280518
2 10000 0.83069312529999 0.984223967814574 78.2471012833403 3.52545702830649
2 10000 0.318374877187625 0.344624913140866 78.7753099628191 3.97236805356523
2 10000 0.342821446242757 0.163031842678345 81.4317480994276 4.45353896440526
2 10000 0.94421690497423 0.0416613846802466 78.6983000944747 4.06198105384442
2 10000 0.51253910859129 0.154425889242476 78.5558163313945 4.42172989491987
2 10000 0.393111348251161 0.178741524050812 83.1373528326666 4.83736580503788
2 10000 0.565398532320355 0.550562315525967 79.8613335226971 4.94113372121054
2 10000 0.307070941385243 0.226657209955179 80.7573702740292 4.8309303791614
2 10000 0.889431689539792 0.0618675176158593 85.6186653314831 3.65895671873414
2 10000 0.756077148244 0.208821248137117 77.8001729650128 4.25416865261224
2 10000 0.518244222376782 0.110204777192717 80.8060110753229 4.98631592370569
2 10000 0.479647921261365 0.474448790268329 80.8252189053156 4.88406164974276
2 10000 0.836459469885747 0.0882646072938456 78.5471249008103 4.91985549659424
2 10000 0.557298840745539 0.28091768927724 81.6946082632555 4.56678329156198
2 10000 0.484221815578136 0.155064393988723 80.0770857691585 4.56341375251231
2 10000 0.390171986506752 0.0266073113174878 81.4167130391683 3.02147140890098
2 10000 0.35681362561475 0.235624985849627 80.0590582590874 5.45264269477944
2 10000 0.367950597431243 0.385761705620838 78.3307889413233 4.08011751581701
2 10000 0.931635866215952 0.112882334095105 81.3568168495009 5.54241909758346
2 10000 0.290827012495678 0.037634979474497 78.5036429620323 3.2878335236219
2 10000 0.43502861952832 0.214815895186498 82.6969577253736 4.6168631688079
2 10000 0.568827596065798 0.65258653148307 81.6754795100017 4.70943851985085
2 10000 0.309490697213663 0.113627209325196 81.0585354845283 3.8392596087313
2 10000 0.331180624464851 0.645971210646129 78.8836564606493 5.40178055210876
2 10000 0.322063849141605 0.163743284941837 77.2756822696131 6.04021028791793
2 10000 0.833421621939486 0.0727078807732078 80.3149684349145 2.9904946855934
2 10000 0.381089531496794 0.196834263591666 80.3371734722976 6.12959347407194
2 10000 0.424005516977002 0.491546254574826 79.4438692434224 4.73110001216668
2 10000 0.638424121661601 0.998549783985391 80.455643643464 5.00043581089628
2 10000 0.379470377328867 0.184467765405377 81.2589865814552 4.01539418318593
2 10000 0.617093971560188 0.333768003807637 81.0970275714209 3.47322044572092
2 10000 0.894639539850279 0.450408938070859 81.6076686306749 4.17908326861047
